enddate,pollster,grade,approve,week
2019-12-30,Morning Consult,B/C,41,1901
2019-12-29,Rasmussen Reports/Pulse Opinion Research,C+,46,1952
2019-12-28,YouGov,B,45,1952
2019-12-29,YouGov,B,44,1952
2019-12-31,Morning Consult,B/C,41,1901
2019-12-29,Harris Poll,C,47,1952
2019-12-30,Rasmussen Reports/Pulse Opinion Research,C+,48,1901
2019-12-30,Winston Group,B/C,42,1901
2019-12-30,YouGov,B,43,1901
2020-01-01,Morning Consult,B/C,41,2001
2019-12-31,YouGov,B,44,1901
2020-01-02,Morning Consult,B/C,41,2001
2019-12-31,YouGov,B,44,1901
2019-12-31,YouGov,B,44,1901
2020-01-03,Morning Consult,B/C,41,2001
2020-01-02,Rasmussen Reports/Pulse Opinion Research,C+,50,2001
2020-01-04,Morning Consult,B/C,41,2001
2020-01-01,YouGov,B,43,2001
2020-01-05,Morning Consult,B/C,41,2001
2020-01-03,YouGov,B,44,2001
2020-01-04,YouGov,B,43,2001
2020-01-05,Rasmussen Reports/Pulse Opinion Research,C+,49,2001
2020-01-06,Morning Consult,B/C,41,2002
2020-01-06,Rasmussen Reports/Pulse Opinion Research,C+,48,2002
2020-01-07,Morning Consult,B/C,41,2002
2020-01-05,YouGov,B,43,2001
2020-01-04,HarrisX,C,47,2001
2020-01-05,Morning Consult,B/C,41,2001
2020-01-08,Morning Consult,B/C,41,2002
2020-01-06,YouGov,B,44,2002
2020-01-07,Rasmussen Reports/Pulse Opinion Research,C+,46,2002
2020-01-07,YouGov,B,43,2002
2020-01-07,YouGov,B,43,2002
2020-01-09,Morning Consult,B/C,41,2002
2020-01-10,Morning Consult,B/C,41,2002
2020-01-11,IBD/TIPP,A/B,45,2002
2020-01-07,Ipsos,B-,43,2002
2020-01-08,YouGov,B,43,2002
2020-01-08,Rasmussen Reports/Pulse Opinion Research,C+,48,2002
2020-01-09,YouGov,B,44,2002
2020-01-11,Morning Consult,B/C,41,2002
2020-01-09,Rasmussen Reports/Pulse Opinion Research,C+,48,2002
2020-01-12,Morning Consult,B/C,41,2002
2020-01-10,YouGov,B,45,2002
2020-01-12,Rasmussen Reports/Pulse Opinion Research,C+,48,2002
2020-01-11,YouGov,B,44,2002
2020-01-13,Morning Consult,B/C,41,2003
2020-01-12,Marist College,A+,42,2002
2020-01-12,Quinnipiac University,B+,43,2002
2020-01-14,Morning Consult,B/C,41,2003
2020-01-11,YouGov,B,43,2002
2020-01-13,Rasmussen Reports/Pulse Opinion Research,C+,49,2003
2020-01-12,Morning Consult,B/C,43,2002
2020-01-15,Morning Consult,B/C,41,2003
2020-01-13,YouGov,B,42,2003
2020-01-14,Rasmussen Reports/Pulse Opinion Research,C+,49,2003
2020-01-14,YouGov,B,46,2003
2020-01-16,Morning Consult,B/C,42,2003
2020-01-14,YouGov,B,44,2003
2020-01-14,Civiqs,B/C,45,2003
2020-01-15,Morning Consult,B/C,43,2003
2020-01-14,Ipsos,B-,41,2003
2020-01-15,YouGov,B,43,2003
2020-01-15,Rasmussen Reports/Pulse Opinion Research,C+,51,2003
2020-01-14,HarrisX,C,47,2003
2020-01-17,Morning Consult,B/C,42,2003
2020-01-16,Rasmussen Reports/Pulse Opinion Research,C+,49,2003
2020-01-18,Morning Consult,B/C,42,2003
2020-01-16,YouGov,B,42,2003
2020-01-16,Zogby Analytics,C+,51,2003
2020-01-19,Morning Consult,B/C,42,2003
2020-01-17,YouGov,B,43,2003
2020-01-18,YouGov,B,47,2003
2020-01-20,Morning Consult,B/C,42,2004
2020-01-19,Rasmussen Reports/Pulse Opinion Research,C+,48,2003
2020-01-20,Monmouth University,A+,43,2004
2020-01-19,Morning Consult,B/C,43,2003
2020-01-19,CNN/SSRS,B/C,45,2003
2020-01-20,Rasmussen Reports/Pulse Opinion Research,C+,47,2004
2020-01-21,Morning Consult,B/C,42,2004
2020-01-19,YouGov,B,44,2003
2020-01-20,American Research Group,B,37,2004
2020-01-22,Morning Consult,B/C,42,2004
2020-01-21,Global Strategy Group/GBAO (Navigator Research),,43,2004
2020-01-21,Rasmussen Reports/Pulse Opinion Research,C+,46,2004
2020-01-23,Morning Consult,B/C,41,2004
2020-01-21,YouGov,B,47,2004
2020-01-21,YouGov,B,47,2004
2020-01-21,YouGov,B,45,2004
2020-01-21,YouGov,B,44,2004
2020-01-24,Morning Consult,B/C,41,2004
2020-01-22,Rasmussen Reports/Pulse Opinion Research,C+,48,2004
2020-01-22,Fox News,A-,45,2004
2020-01-23,ABC News/The Washington Post,A+,47,2004
2020-01-23,YouGov,B,48,2004
2020-01-23,Rasmussen Reports/Pulse Opinion Research,C+,49,2004
2020-01-23,Emerson College,A-,47.4,2004
2020-01-23,Echelon Insights,,42,2004
2020-01-22,Ipsos,B-,42,2004
2020-01-25,Morning Consult,B/C,41,2004
2020-01-22,Winston Group,B/C,43,2004
2020-01-24,YouGov,B,46,2004
2020-01-26,Morning Consult,B/C,41,2004
2020-01-24,YouGov,B,45,2004
2020-01-26,Hart Research Associates,B/C,44,2004
2020-01-27,Morning Consult,B/C,41,2005
2020-01-26,Rasmussen Reports/Pulse Opinion Research,C+,50,2004
2020-01-27,Rasmussen Reports/Pulse Opinion Research,C+,49,2005
2020-01-28,Morning Consult,B/C,41,2005
2020-01-26,Morning Consult,B/C,41,2004
2020-01-27,Quinnipiac University,B+,43,2005
2020-01-26,YouGov,B,45,2004
2020-01-29,Morning Consult,B/C,41,2005
2020-01-27,YouGov,B,42,2005
2020-01-28,YouGov,B,44,2005
2020-01-28,YouGov,B,43,2005
2020-01-28,Rasmussen Reports/Pulse Opinion Research,C+,49,2005
2020-01-30,IBD/TIPP,A/B,45,2005
2020-01-30,Morning Consult,B/C,41,2005
2020-01-28,YouGov,B,45,2005
2020-01-31,Morning Consult,B/C,41,2005
2020-01-29,NBC News/The Wall Street Journal,A-,46,2005
2020-01-29,Rasmussen Reports/Pulse Opinion Research,C+,50,2005
2020-01-28,Ipsos,B-,41,2005
2020-01-29,Harris Poll,C,46,2005
2020-02-01,Morning Consult,B/C,41,2005
2020-01-29,YouGov,B,43,2005
2020-01-30,Morning Consult,B/C,42,2005
2020-01-30,Rasmussen Reports/Pulse Opinion Research,C+,50,2005
2020-01-31,YouGov,B,44,2005
2020-01-30,Morning Consult,B/C,43,2005
2020-02-02,Morning Consult,B/C,41,2005
2020-02-02,Rasmussen Reports/Pulse Opinion Research,C+,48,2005
2020-02-01,YouGov,B,45,2005
2020-02-03,Morning Consult,B/C,41,2006
2020-02-02,YouGov,B,45,2005
2020-02-02,Zogby Analytics,C+,50,2005
2020-02-02,AtlasIntel,B/C,44.7,2005
2020-02-03,Rasmussen Reports/Pulse Opinion Research,C+,48,2006
2020-02-02,Winston Group,B/C,45,2005
2020-02-04,Morning Consult,B/C,41,2006
2020-02-03,YouGov,B,44,2006
2020-02-05,Morning Consult,B/C,41,2006
2020-02-04,YouGov,B,44,2006
2020-02-04,Rasmussen Reports/Pulse Opinion Research,C+,48,2006
2020-02-06,Morning Consult,B/C,41,2006
2020-02-04,YouGov,B,44,2006
2020-02-05,YouGov,B,43,2006
2020-02-05,Rasmussen Reports/Pulse Opinion Research,C+,50,2006
2020-02-07,Morning Consult,B/C,42,2006
2020-02-04,Ipsos,B-,42,2006
2020-02-05,Morning Consult,B/C,44,2006
2020-02-06,Rasmussen Reports/Pulse Opinion Research,C+,49,2006
2020-02-08,Morning Consult,B/C,42,2006
2020-02-09,Morning Consult,B/C,42,2006
2020-02-07,YouGov,B,48,2006
2020-02-07,YouGov,B,45,2006
2020-02-07,HarrisX,C,49,2006
2020-02-09,Quinnipiac University,B+,43,2006
2020-02-09,Rasmussen Reports/Pulse Opinion Research,C+,50,2006
2020-02-10,Morning Consult,B/C,42,2007
2020-02-09,Morning Consult,B/C,42,2006
2020-02-09,YouGov,B,44,2006
2020-02-09,Morning Consult,B/C,43,2006
2020-02-10,Rasmussen Reports/Pulse Opinion Research,C+,49,2007
2020-02-09,YouGov,B,45,2006
2020-02-11,Morning Consult,B/C,42,2007
2020-02-09,Monmouth University,A+,44,2006
2020-02-14,YouGov,B,43.1,2007
2020-02-10,YouGov,B,43,2007
2020-02-12,Morning Consult,B/C,43,2007
2020-02-11,McLaughlin & Associates,C/D,47,2007
2020-02-11,YouGov,B,42,2007
2020-02-11,Rasmussen Reports/Pulse Opinion Research,C+,50,2007
2020-02-11,YouGov,B,45,2007
2020-02-13,Morning Consult,B/C,43,2007
2020-02-11,Ipsos,B-,44,2007
2020-02-12,YouGov,B,44,2007
2020-02-14,Morning Consult,B/C,43,2007
2020-02-12,Rasmussen Reports/Pulse Opinion Research,C+,50,2007
2020-02-13,YouGov,B,44,2007
2020-02-13,Rasmussen Reports/Pulse Opinion Research,C+,49,2007
2020-02-12,Morning Consult,B/C,41,2007
2020-02-15,Morning Consult,B/C,42,2007
2020-02-13,YouGov,B,46,2007
2020-02-14,Civiqs,B/C,45,2007
2020-02-16,Morning Consult,B/C,43,2007
2020-02-15,YouGov,B,44,2007
2020-02-16,Rasmussen Reports/Pulse Opinion Research,C+,49,2007
2020-02-15,YouGov,B,46,2007
2020-02-17,Morning Consult,B/C,42,2008
2020-02-14,Zogby Analytics,C+,51,2007
2020-02-18,Morning Consult,B/C,42,2008
2020-02-17,Rasmussen Reports/Pulse Opinion Research,C+,50,2008
2020-02-16,AP-NORC,,43,2007
2020-02-16,YouGov,B,44,2007
2020-02-15,HarrisX,C,49,2007
2020-02-17,SurveyUSA,A,44,2008
2020-02-16,Marist College,A+,44,2007
2020-02-17,NBC News/The Wall Street Journal,A-,47,2008
2020-02-17,YouGov,B,44,2008
2020-02-17,Global Strategy Group/GBAO (Navigator Research),,45,2008
2020-02-17,ABC News/The Washington Post,A+,46,2008
2020-02-17,Morning Consult,B/C,42,2008
2020-02-19,Morning Consult,B/C,42,2008
2020-02-16,Winston Group,B/C,41,2007
2020-02-18,YouGov,B,43,2008
2020-02-20,Morning Consult,B/C,42,2008
2020-02-18,Emerson College,A-,48,2008
2020-02-18,YouGov,B,45,2008
2020-02-18,Rasmussen Reports/Pulse Opinion Research,C+,50,2008
2020-02-19,YouGov,B,46,2008
2020-02-19,Rasmussen Reports/Pulse Opinion Research,C+,49,2008
2020-02-21,Morning Consult,B/C,42,2008
2020-02-19,Ipsos,B-,43,2008
2020-02-22,Morning Consult,B/C,42,2008
2020-02-20,YouGov,B,43,2008
2020-02-20,Rasmussen Reports/Pulse Opinion Research,C+,49,2008
2020-02-20,American Research Group,B,36,2008
2020-02-21,YouGov,B,42,2008
2020-02-23,Morning Consult,B/C,42,2008
2020-02-22,YouGov,B,43,2008
2020-02-23,Rasmussen Reports/Pulse Opinion Research,C+,49,2008
2020-02-24,Morning Consult,B/C,42,2009
2020-02-24,Rasmussen Reports/Pulse Opinion Research,C+,52,2009
2020-02-23,YouGov,B,44,2008
2020-02-23,Morning Consult,B/C,42,2008
2020-02-25,Morning Consult,B/C,42,2009
2020-02-23,Morning Consult,B/C,45,2008
2020-02-25,Ipsos,B-,43,2009
2020-02-23,Morning Consult,B/C,42,2008
2020-02-26,Morning Consult,B/C,42,2009
2020-02-24,YouGov,B,42,2009
2020-02-27,Morning Consult,B/C,42,2009
2020-02-25,YouGov,B,47,2009
2020-02-25,YouGov,B,44,2009
2020-02-25,Rasmussen Reports/Pulse Opinion Research,C+,51,2009
2020-02-26,Fox News,A-,47,2009
2020-02-29,IBD/TIPP,A/B,42,2009
2020-02-26,Rasmussen Reports/Pulse Opinion Research,C+,52,2009
2020-02-26,Morning Consult,B/C,43,2009
2020-02-25,YouGov,B,43,2009
2020-02-28,Morning Consult,B/C,42,2009
2020-02-27,YouGov,B,42,2009
2020-02-29,Morning Consult,B/C,42,2009
2020-02-27,Rasmussen Reports/Pulse Opinion Research,C+,47,2009
2020-02-28,Harris Poll,C,47,2009
2020-02-27,YouGov,B,44,2009
2020-02-28,YouGov,B,45,2009
2020-03-01,Morning Consult,B/C,42,2009
2020-03-01,Rasmussen Reports/Pulse Opinion Research,C+,46,2009
2020-02-29,YouGov,B,46,2009
2020-03-02,Morning Consult,B/C,42,2010
2020-03-01,Morning Consult,B/C,44,2009
2020-03-01,Morning Consult,B/C,44,2009
2020-03-01,YouGov,B,43,2009
2020-03-03,Morning Consult,B/C,42,2010
2020-03-02,Rasmussen Reports/Pulse Opinion Research,C+,47,2010
2020-03-04,Morning Consult,B/C,42,2010
2020-03-01,Morning Consult,B/C,42,2009
2020-03-03,YouGov,B,43,2010
2020-03-05,Morning Consult,B/C,42,2010
2020-03-03,YouGov,B,44,2010
2020-03-03,YouGov,B,45,2010
2020-03-03,Rasmussen Reports/Pulse Opinion Research,C+,48,2010
2020-03-06,Morning Consult,B/C,42,2010
2020-03-04,Rasmussen Reports/Pulse Opinion Research,C+,48,2010
2020-03-03,Ipsos,B-,44,2010
2020-03-03,Public Policy Polling,B,41,2010
2020-03-04,YouGov,B,45,2010
2020-03-05,Rasmussen Reports/Pulse Opinion Research,C+,47,2010
2020-03-05,Morning Consult,B/C,45,2010
2020-03-05,YouGov,B,45,2010
2020-03-07,Morning Consult,B/C,42,2010
2020-03-04,Morning Consult,B/C,41,2010
2020-03-08,Morning Consult,B/C,42,2010
2020-03-06,YouGov,B,44,2010
2020-03-09,Morning Consult,B/C,42,2011
2020-03-07,YouGov,B,44,2010
2020-03-08,Rasmussen Reports/Pulse Opinion Research,C+,48,2010
2020-03-07,CNN/SSRS,B/C,45,2010
2020-03-07,Morning Consult,B/C,42,2010
2020-03-08,Quinnipiac University,B+,41,2010
2020-03-10,Morning Consult,B/C,42,2011
2020-03-08,Global Strategy Group/GBAO (Navigator Research),,41,2010
2020-03-09,Rasmussen Reports/Pulse Opinion Research,C+,48,2011
2020-03-08,YouGov,B,45,2010
2020-03-08,Morning Consult,B/C,44,2010
2020-03-11,Morning Consult,B/C,42,2011
2020-03-09,YouGov,B,45,2011
2020-03-09,Morning Consult,B/C,43,2011
2020-03-10,Rasmussen Reports/Pulse Opinion Research,C+,47,2011
2020-03-10,YouGov,B,45,2011
2020-03-09,YouGov,B,45,2011
2020-03-12,Hofstra University,,49,2011
2020-03-09,HarrisX,C,46,2011
2020-03-12,Morning Consult,B/C,42,2011
2020-03-11,Change Research,C-,45,2011
2020-03-11,Rasmussen Reports/Pulse Opinion Research,C+,48,2011
2020-03-10,Ipsos,B-,42,2011
2020-03-11,YouGov,B,44,2011
2020-03-13,Morning Consult,B/C,42,2011
2020-03-12,Rasmussen Reports/Pulse Opinion Research,C+,49,2011
2020-03-12,YouGov,B,43,2011
2020-03-14,Morning Consult,B/C,42,2011
2020-03-13,YouGov,B,44,2011
2020-03-13,NBC News/The Wall Street Journal,A-,46,2011
2020-03-15,Morning Consult,B/C,42,2011
2020-03-13,Winston Group,B/C,42,2011
2020-03-15,Rasmussen Reports/Pulse Opinion Research,C+,47,2011
2020-03-14,YouGov,B,43,2011
2020-03-16,Morning Consult,B/C,42,2012
2020-03-15,RMG Research,B/C,47,2011
2020-03-16,Rasmussen Reports/Pulse Opinion Research,C+,46,2012
2020-03-17,Morning Consult,B/C,42,2012
2020-03-15,Hart Research Associates,B/C,47,2011
2020-03-14,Marist College,A+,43,2011
2020-03-15,YouGov,B,46,2011
2020-03-18,Morning Consult,B/C,43,2012
2020-03-16,YouGov,B,45,2012
2020-03-16,Morning Consult,B/C,43,2012
2020-03-17,YouGov,B,47,2012
2020-03-19,Morning Consult,B/C,43,2012
2020-03-17,Rasmussen Reports/Pulse Opinion Research,C+,46,2012
2020-03-17,YouGov,B,44,2012
2020-03-18,Rasmussen Reports/Pulse Opinion Research,C+,47,2012
2020-03-20,Morning Consult,B/C,43,2012
2020-03-17,Ipsos,B-,43,2012
2020-03-18,YouGov,B,47,2012
2020-03-21,Morning Consult,B/C,43,2012
2020-03-19,American Research Group,B,35,2012
2020-03-19,YouGov,B,46,2012
2020-03-19,Rasmussen Reports/Pulse Opinion Research,C+,46,2012
2020-03-20,Morning Consult,B/C,45,2012
2020-03-22,Morning Consult,B/C,44,2012
2020-03-20,YouGov,B,47,2012
2020-03-19,Emerson College,A-,45.85,2012
2020-03-23,Morning Consult,B/C,44,2013
2020-03-22,Monmouth University,A+,48,2012
2020-03-21,YouGov,B,46,2012
2020-03-22,Rasmussen Reports/Pulse Opinion Research,C+,45,2012
2020-03-23,Rasmussen Reports/Pulse Opinion Research,C+,46,2013
2020-03-24,Ipsos,B-,45,2013
2020-03-22,Morning Consult,B/C,45,2012
2020-03-24,Morning Consult,B/C,44,2013
2020-03-22,YouGov,B,45,2012
2020-03-23,YouGov,B,47,2013
2020-03-23,Global Strategy Group/GBAO (Navigator Research),,47,2013
2020-03-24,Echelon Insights,,44,2013
2020-03-25,Morning Consult,B/C,44,2013
2020-03-24,YouGov,B,45,2013
2020-03-26,Morning Consult,B/C,44,2013
2020-03-23,HarrisX,C,50,2013
2020-03-24,YouGov,B,47,2013
2020-03-24,Rasmussen Reports/Pulse Opinion Research,C+,46,2013
2020-03-24,Global Strategy Group/GBAO (Navigator Research),,46,2013
2020-03-24,Fox News,A-,48,2013
2020-03-25,ABC News/The Washington Post,A+,49,2013
2020-03-25,Rasmussen Reports/Pulse Opinion Research,C+,46,2013
2020-03-25,Global Strategy Group/GBAO (Navigator Research),,46,2013
2020-03-25,YouGov,B,46,2013
2020-03-27,Morning Consult,B/C,44,2013
2020-03-26,Zogby Analytics,C+,51,2013
2020-03-26,McLaughlin & Associates,C/D,49,2013
2020-03-26,Rasmussen Reports/Pulse Opinion Research,C+,46,2013
2020-03-26,YouGov,B,44,2013
2020-03-28,Morning Consult,B/C,44,2013
2020-03-26,Harris Poll,C,48,2013
2020-03-26,Global Strategy Group/GBAO (Navigator Research),,46,2013
2020-03-28,Firehouse Strategies/Øptimus,B/C,47.2,2013
2020-03-26,Morning Consult,B/C,47,2013
2020-03-27,YouGov,B,44,2013
2020-03-26,YouGov,B,44,2013
2020-03-29,Morning Consult,B/C,44,2013
2020-03-27,Global Strategy Group/GBAO (Navigator Research),,46,2013
2020-03-28,YouGov,B,44,2013
2020-03-30,Morning Consult,B/C,45,2014
2020-03-29,Rasmussen Reports/Pulse Opinion Research,C+,45,2013
2020-03-29,Change Research,C-,47,2013
2020-03-30,Rasmussen Reports/Pulse Opinion Research,C+,47,2014
2020-03-29,Morning Consult,B/C,45,2013
2020-03-30,Global Strategy Group/GBAO (Navigator Research),,47,2014
2020-03-31,Morning Consult,B/C,45,2014
2020-03-30,YouGov,B,45,2014
2020-03-30,Selzer & Co.,A+,48,2014
2020-03-31,Global Strategy Group/GBAO (Navigator Research),,48,2014
2020-03-31,YouGov,B,46,2014
2020-04-01,Morning Consult,B/C,45,2014
2020-03-31,YouGov,B,46,2014
2020-03-31,YouGov,B,47,2014
2020-04-02,Morning Consult,B/C,45,2014
2020-04-01,Global Strategy Group/GBAO (Navigator Research),,47,2014
2020-03-31,Rasmussen Reports/Pulse Opinion Research,C+,48,2014
2020-04-01,Rasmussen Reports/Pulse Opinion Research,C+,48,2014
2020-04-01,IBD/TIPP,A/B,47,2014
2020-04-03,Morning Consult,B/C,45,2014
2020-04-01,YouGov,B,47,2014
2020-03-31,Ipsos,B-,46,2014
2020-04-02,Rasmussen Reports/Pulse Opinion Research,C+,44,2014
2020-04-01,Morning Consult,B/C,43,2014
2020-04-04,Morning Consult,B/C,45,2014
2020-04-04,Firehouse Strategies/Øptimus,B/C,46.4,2014
2020-04-02,Global Strategy Group/GBAO (Navigator Research),,47,2014
2020-04-02,YouGov,B,44,2014
2020-04-05,Morning Consult,B/C,45,2014
2020-04-03,Winston Group,B/C,44,2014
2020-04-03,Global Strategy Group/GBAO (Navigator Research),,45,2014
2020-04-03,YouGov,B,47,2014
2020-04-06,Morning Consult,B/C,45,2015
2020-04-03,Change Research,C-,45,2014
2020-04-04,YouGov,B,45,2014
2020-04-05,Rasmussen Reports/Pulse Opinion Research,C+,44,2014
2020-04-03,HarrisX,C,49,2014
2020-04-05,Morning Consult,B/C,43,2014
2020-04-04,YouGov,B,44,2014
2020-04-05,Morning Consult,B/C,44,2014
2020-04-06,Quinnipiac University,B+,45,2015
2020-04-06,Global Strategy Group/GBAO (Navigator Research),,45,2015
2020-04-05,Hart Research Associates,B/C,46,2014
2020-04-07,Morning Consult,B/C,45,2015
2020-04-05,RMG Research,B/C,45,2014
2020-04-06,Rasmussen Reports/Pulse Opinion Research,C+,47,2015
2020-04-08,Morning Consult,B/C,45,2015
2020-04-05,YouGov,B,44,2014
2020-04-06,CNN/SSRS,B/C,44,2015
2020-04-07,Monmouth University,A+,46,2015
2020-04-07,Global Strategy Group/GBAO (Navigator Research),,44,2015
2020-04-07,YouGov,B,45,2015
2020-04-09,Morning Consult,B/C,44,2015
2020-04-07,YouGov,B,43,2015
2020-04-07,Rasmussen Reports/Pulse Opinion Research,C+,47,2015
2020-04-08,Global Strategy Group/GBAO (Navigator Research),,45,2015
2020-04-07,Fox News,A-,49,2015
2020-04-08,YouGov,B,43,2015
2020-04-08,Rasmussen Reports/Pulse Opinion Research,C+,46,2015
2020-04-10,Firehouse Strategies/Øptimus,B/C,48.2,2015
2020-04-07,Ipsos,B-,42,2015
2020-04-09,Global Strategy Group/GBAO (Navigator Research),,46,2015
2020-04-10,Morning Consult,B/C,44,2015
2020-04-11,Morning Consult,B/C,44,2015
2020-04-10,Global Strategy Group,B/C,45,2015
2020-04-09,YouGov,B,44,2015
2020-04-09,Rasmussen Reports/Pulse Opinion Research,C+,43,2015
2020-04-12,Morning Consult,B/C,44,2015
2020-04-10,Global Strategy Group/GBAO (Navigator Research),,46,2015
2020-04-10,YouGov,B,47,2015
2020-04-13,Morning Consult,B/C,44,2016
2020-04-11,TargetSmart,B/C,45,2015
2020-04-10,Morning Consult,B/C,43,2015
2020-04-12,Rasmussen Reports/Pulse Opinion Research,C+,43,2015
2020-04-11,YouGov,B,43,2015
2020-04-13,Global Strategy Group/GBAO (Navigator Research),,46,2016
2020-04-12,YouGov,B,44,2015
2020-04-13,Rasmussen Reports/Pulse Opinion Research,C+,44,2016
2020-04-14,Morning Consult,B/C,44,2016
2020-04-14,Firehouse Strategies/Øptimus,B/C,45.9,2016
2020-04-12,Morning Consult,B/C,45,2015
2020-04-12,Morning Consult,B/C,43,2015
2020-04-14,Global Strategy Group/GBAO (Navigator Research),,47,2016
2020-04-13,YouGov,B,44,2016
2020-04-13,HarrisX,C,48,2016
2020-04-14,Hart Research Associates,B/C,47,2016
2020-04-15,Morning Consult,B/C,44,2016
2020-04-14,Rasmussen Reports/Pulse Opinion Research,C+,45,2016
2020-04-14,YouGov,B,45,2016
2020-04-16,Morning Consult,B/C,45,2016
2020-04-14,YouGov,B,45,2016
2020-04-15,Global Strategy Group/GBAO (Navigator Research),,46,2016
2020-04-15,YouGov,B,45,2016
2020-04-17,Morning Consult,B/C,45,2016
2020-04-15,Change Research,C-,44,2016
2020-04-15,NBC News/The Wall Street Journal,A-,46,2016
2020-04-15,Rasmussen Reports/Pulse Opinion Research,C+,46,2016
2020-04-14,Ipsos,B-,46,2016
2020-04-18,Morning Consult,B/C,45,2016
2020-04-16,Morning Consult,B/C,43,2016
2020-04-16,Global Strategy Group/GBAO (Navigator Research),,44,2016
2020-04-16,Harris Poll,C,49,2016
2020-04-16,Rasmussen Reports/Pulse Opinion Research,C+,46,2016
2020-04-16,YouGov,B,46,2016
2020-04-18,Firehouse Strategies/Øptimus,B/C,45.6,2016
2020-04-19,Morning Consult,B/C,44,2016
2020-04-17,YouGov,B,45,2016
2020-04-17,Global Strategy Group/GBAO (Navigator Research),,43,2016
2020-04-19,Rasmussen Reports/Pulse Opinion Research,C+,46,2016
2020-04-20,Morning Consult,B/C,44,2017
2020-04-18,YouGov,B,44,2016
2020-04-20,McLaughlin & Associates,C/D,48,2017
2020-04-19,YouGov,B,45,2016
2020-04-21,Morning Consult,B/C,44,2017
2020-04-21,Firehouse Strategies/Øptimus,B/C,47,2017
2020-04-21,Ipsos,B-,43,2017
2020-04-19,Morning Consult,B/C,44,2016
2020-04-20,Global Strategy Group/GBAO (Navigator Research),,44,2017
2020-04-20,Rasmussen Reports/Pulse Opinion Research,C+,44,2017
2020-04-18,Change Research,C-,45,2016
2020-04-19,Climate Nexus,,45,2016
2020-04-21,Global Strategy Group/GBAO (Navigator Research),,43,2017
2020-04-20,YouGov,B,45,2017
2020-04-19,Morning Consult,B/C,44,2016
2020-04-22,Morning Consult,B/C,44,2017
2020-04-20,American Research Group,B,41,2017
2020-04-21,Echelon Insights,,44,2017
2020-04-21,Rasmussen Reports/Pulse Opinion Research,C+,44,2017
2020-04-20,HarrisX,C,50,2017
2020-04-22,Global Strategy Group/GBAO (Navigator Research),,42,2017
2020-04-23,Morning Consult,B/C,44,2017
2020-04-21,YouGov,B,44,2017
2020-04-21,YouGov,B,46,2017
2020-04-24,Morning Consult,B/C,44,2017
2020-04-21,Redfield & Wilton Strategies,,42.88,2017
2020-04-22,YouGov,B,46,2017
2020-04-22,Rasmussen Reports/Pulse Opinion Research,C+,44,2017
2020-04-23,YouGov,B,47,2017
2020-04-25,Morning Consult,B/C,45,2017
2020-04-23,Rasmussen Reports/Pulse Opinion Research,C+,45,2017
2020-04-23,Global Strategy Group/GBAO (Navigator Research),,42,2017
2020-04-25,Firehouse Strategies/Øptimus,B/C,47.6,2017
2020-04-26,Morning Consult,B/C,45,2017
2020-04-24,Global Strategy Group/GBAO (Navigator Research),,42,2017
2020-04-25,Suffolk University,A,43.3,2017
2020-04-24,YouGov,B,45,2017
2020-04-24,Morning Consult,B/C,45,2017
2020-04-27,Morning Consult,B/C,44,2018
2020-04-25,YouGov,B,45,2017
2020-04-26,Rasmussen Reports/Pulse Opinion Research,C+,44,2017
2020-04-24,Public Policy Polling,B,43,2017
2020-04-26,YouGov,B,43,2017
2020-04-28,Morning Consult,B/C,44,2018
2020-04-26,Morning Consult,B/C,41,2017
2020-04-27,Global Strategy Group/GBAO (Navigator Research),,44,2018
2020-04-26,Morning Consult,B/C,44,2017
2020-04-27,Rasmussen Reports/Pulse Opinion Research,C+,44,2018
2020-04-28,Firehouse Strategies/Øptimus,B/C,49,2018
2020-04-26,RMG Research,B/C,42,2017
2020-04-29,Morning Consult,B/C,44,2018
2020-04-28,Global Strategy Group/GBAO (Navigator Research),,44,2018
2020-04-27,YouGov,B,47,2018
2020-04-29,Global Strategy Group/GBAO (Navigator Research),,44,2018
2020-04-30,Morning Consult,B/C,44,2018
2020-04-28,YouGov,B,44,2018
2020-04-28,Emerson College,A-,41.12,2018
2020-04-28,YouGov,B,43,2018
2020-04-28,Rasmussen Reports/Pulse Opinion Research,C+,46,2018
2020-04-28,Winston Group,B/C,42,2018
2020-04-29,Rasmussen Reports/Pulse Opinion Research,C+,46,2018
2020-04-29,Ipsos,B-,43,2018
2020-04-29,YouGov,B,42,2018
2020-05-01,Morning Consult,B/C,44,2018
2020-04-29,IBD/TIPP,A/B,48,2018
2020-04-30,Global Strategy Group/GBAO (Navigator Research),,45,2018
2020-05-02,Firehouse Strategies/Øptimus,B/C,47.6,2018
2020-05-02,Morning Consult,B/C,44,2018
2020-04-30,YouGov,B,46,2018
2020-04-30,Rasmussen Reports/Pulse Opinion Research,C+,45,2018
2020-04-30,Morning Consult,B/C,45,2018
2020-05-01,Global Strategy Group/GBAO (Navigator Research),,46,2018
2020-05-01,YouGov,B,47,2018
2020-05-03,Morning Consult,B/C,44,2018
2020-05-02,RMG Research,B/C,44,2018
2020-05-04,Morning Consult,B/C,44,2019
2020-05-03,Rasmussen Reports/Pulse Opinion Research,C+,46,2018
2020-05-02,YouGov,B,47,2018
2020-05-05,Firehouse Strategies/Øptimus,B/C,46.7,2019
2020-05-03,YouGov,B,44,2018
